translation,Region,Province,Comune
Ma vostra nona no a ve fa a poenta na olta a setimana  ,Veneto,Treviso,Valdobbiadene
Ma to nöna nö ve fà la polenta dùte le sitimane?,Veneto,Treviso,Valdobbiadene
Ma vostra nona ne la ve fa la poenta tute le setimane?,Veneto,Treviso,Vazzola
Ma vostra nona non ve fa la poenta tute e settimane,Veneto,Treviso,Vazzola
Ma vostra nona no vè fà a puenta tute e setimane?,Veneto,Treviso,Vedelago
Ma vostra nona no a ve fa a poenta tute e setimane?,Veneto,Treviso,Vedelago
Ma vostra nonna no ve fa a poenta tute le setimane? ,Veneto,Treviso,Vedelago
Ma vostra nona no ve 'a fa 'a poenta tutte 'e settimane?,Veneto,Treviso,Vedelago
ma vostra nona no ve a fa a poenta tute e setimane? ,Veneto,Treviso,Vedelago
Ma vostra nona no la ve fa a polenta ogni setimana,Veneto,Treviso,Vidor
Ma to nona no te a fa a polenta tute e settimane? ,Veneto,Treviso,Villorba
Ciò ma vostra nona noa ve fa a poenta tute e setimane ,Veneto,Treviso,Villorba
.,Veneto,Treviso,Villorba
ma a vostra nona no ve fa a poenta tute le setimane?,Veneto,Treviso,Villorba
To nona non te fa a poenta tutte e settimane?,Veneto,Treviso,Vittorio Veneto
Ma vostra nonna no ve la fea ea poeanta tute le setimane?,Veneto,Treviso,Vittorio Veneto
Ma a vostra nona no a Ve fa polenta tutte e setimane?,Veneto,Treviso,Vittorio Veneto
Ma to nona non ve fa a polenta tute le setimane? ,Veneto,Treviso,Vittorio Veneto
Ma vostra nonna no la ve fa a polenta tutte e settimane,Veneto,Treviso,Vittorio Veneto
Ma vostra nonna no ve fa a poenta tutte e settimane ,Veneto,Treviso,Vittorio Veneto
Ma a to nona non te g'ha fa a poenta tute le semane ?,Veneto,Treviso,Vittorio Veneto
ma la nona no la fa polenta tute le setimane?,Veneto,Treviso,Vittorio Veneto
La nonna de voialtri non ve fa a polenta tutte le settimane?,Veneto,Treviso,Vittorio Veneto
ma vostra nona no ve a fa a poenta tutte e settimane ,Veneto,Treviso,Volpago del Montello
Ma vostra nona no ve fa a poenta tutte e settimane,Veneto,Treviso,Volpago del Montello
Ma a vostra nona noa ve fa a poenta tute e semane? ,Veneto,Treviso,Zero Branco
ma ve nona no ve ga fatto a poenta tutte e settimae,Veneto,Treviso,Zero Branco
Ma to nona no a ve fa mia a poenta tute e setimane?,Veneto,Venezia,Campagna Lupia
Ma vostra nonna non ve fa ea poenta tute e settimane,Veneto,Venezia,Campolongo Maggiore
Ma vostra nona no ve fa miga a podente tute e stimane?,Veneto,Venezia,Campolongo Maggiore
Ma ea vostra nona no ve fa ea poenta tute e setimane?,Veneto,Venezia,Camponogara
Ma vostra nona ne ve fa miga ea poenta ogni settimana,Veneto,Venezia,Camponogara
ma vostra nona non ve a fà ea poenta tutte le setimane,Veneto,Venezia,Camponogara
Ma vostra nona non v'è fa la poenta tute e setimane,Veneto,Venezia,Caorle
Ma vostra nonna no ve fa a poenta tutte e settimanane?,Veneto,Venezia,Cavallino-Treporti
Ma a vostra nona no ve fa a poenta tutte e settimane?,Veneto,Venezia,Cavallino-Treporti
Ma vostra nona no vea fa mia a poenta tute e setimane?,Veneto,Venezia,Cavallino-Treporti
Ma vostra nona no a ve fa a poenta tute e settimane?,Veneto,Venezia,Cavallino-Treporti
Ma vostra nona no a ve fa a poenta tutte e setimane?,Veneto,Venezia,Cavallino-Treporti
Ma vo nona no ve fa a poenta tute le setimane,Veneto,Venezia,Chioggia
Ma to nona no vea fa ea poenta tutte le settimane?,Veneto,Venezia,Chioggia
ma vostra nona no ve fa pi la polenta tutte le settimane? ,Veneto,Venezia,Chioggia
Ma vostra nonna no ve fa la polenta tutte le settimane?,Veneto,Venezia,Chioggia
"To nona, no fa a poenta tutta a settimana",Veneto,Venezia,Dolo
ma to nona no Ve fa a poenta tutte e settimane,Veneto,Venezia,Dolo
Ma vostra nona no a voe pi far a poenta tute e setimane ?,Veneto,Venezia,Dolo
Ma ea voəstra nona no ve fa ea połentá tute e setemane,Veneto,Venezia,Dolo
Ma e vostre none non vee fa a poenta tute e settimane? ,Veneto,Venezia,Dolo
Ma vostra nona no ve fa a poenta tutte e settimane?,Veneto,Venezia,Dolo
Ma to nona no te fà a puenta tutte e settimane,Veneto,Venezia,Dolo
Vostra nona non ve fa ea poeanta tute e setimane ,Veneto,Venezia,Dolo
Bh9,Veneto,Venezia,Dolo
To nona non te fa la poenta tutte le settimane?,Veneto,Venezia,Eraclea
Ma vostra nona no ve fa ea poenta tute e setimane?,Veneto,Venezia,Fossò
Vostra nona ve fa a poenta tute e setimane?,Veneto,Venezia,Gruaro
Ma vostra nona no a ve a fa a poenta tute e stima e?,Veneto,Venezia,Jesolo
Ma vostra nonna non ve fa pi a poenta tutte e settimane?,Veneto,Venezia,Jesolo
ma to Nona non te fa ea poenta ogni settimana?,Veneto,Venezia,Jesolo
Ma vostra nonna Ve fa a poenta tute e settimane?,Veneto,Venezia,Jesolo
Ma vostra nona no a ve fa a poenta tute e setimane?,Veneto,Venezia,Jesolo
Ma vostra nonna no i ve fa a polenta tutte le settimane?,Veneto,Venezia,Jesolo
Ma vostra nona no vea fa ea polenta tutte e settimane?,Veneto,Venezia,Marcon
Ma vostra nona non ve fa a poenta tette e settimane? ,Veneto,Venezia,Marcon
To nona no te fa a poenta tutte e settimane?,Veneto,Venezia,Martellago
To nona no parecia a poenta tute le settimane?,Veneto,Venezia,Martellago
Ma va vostra nona no ve a fa a poenta tute e semane,Veneto,Venezia,Martellago
Ma a nona no Ve a fa a poenta tute e settimane?,Veneto,Venezia,Martellago
Ma vostra nona nó ve la fa la polenta tute le stimane?,Veneto,Venezia,Meolo
Ma vostra nona no ve a fa a poenta tute e setimane,Veneto,Venezia,Meolo
Ma vostra nona no ve fà a poenta tute e setimane?,Veneto,Venezia,Mira
Me nona no te prepara ea polenta tutte e setimane,Veneto,Venezia,Mira
Ma to nona non ve fa ea poenta tute e settimane,Veneto,Venezia,Mira
Ma vostra nona no ve fa a poenta tute e stemane ? ,Veneto,Venezia,Mira
Ma vostra nona no ve fa a poenta tute e setimane?,Veneto,Venezia,Mira
mi vostra nonna no ve fa a polenta tutte e settimane?,Veneto,Venezia,Mira
To nona non veo faxeva mica el polento tutte e settimane?,Veneto,Venezia,Mirano
Ma vostra nona no ve a fa a poenta tute e setimane? ,Veneto,Venezia,Mirano
Ma to nona no te fa a poenta tutte e settimane?,Veneto,Venezia,Mirano
Ma a vostra nona no Ve fa a poenta tutte e setimane?,Veneto,Venezia,Mirano
no,Veneto,Venezia,Mirano
Ma vostra nona no ve a fa a poenta tuti i di,Veneto,Venezia,Musile di Piave
A nonna non ve fa a poenta tutte e settimane?,Veneto,Venezia,Musile di Piave
Ma vostra nona no ve fa a poenta tute e settimane? ,Veneto,Venezia,Noventa di Piave
Ma vostra nona no ve a fa a poenta tute e settimane?,Veneto,Venezia,Pianiga
Ma vostra nona mo ve fa a poenta tute e setimane?,Veneto,Venezia,Pianiga
"Ma to nona no te fa a polenta tute e settimane, dio can?",Veneto,Venezia,Portogruaro
Ma la vustra nonna non ve fa la pulenta tutte le settimane?,Veneto,Venezia,Portogruaro
Ma ostra nonna no va fa a poenta tutte e settimane ,Veneto,Venezia,Salzano
ma a vostra nona no ve fa ea poenta tutte e settimane?,Veneto,Venezia,Salzano
Ma vostra nona no ve fa a poenta tutte le settimane ,Veneto,Venezia,Salzano
ma a vostra nona a fa a poenta tute e setimane?,Veneto,Venezia,San Donà di Piave
Ma to nona no ve fa a poenta tutte e settimane?,Veneto,Venezia,San Donà di Piave
To nona non te a fa a poenta tode e semane,Veneto,Venezia,San Donà di Piave
"""Ma vostra nona no ła ve fa ła połenta to' le setimane?""",Veneto,Venezia,San Michele al Tagliamento
Ma a vostra nona ve a fa mìa a poenta tute e stemane?,Veneto,Venezia,San Stino di Livenza
Ma vostra nona ve ła fazea mìa a poenta tute e stemane?,Veneto,Venezia,San Stino di Livenza
Ma vostra nona no ve fa fare a poenta tute e setimane?,Veneto,Venezia,Santa Maria di Sala
Ma vostra nona non ve a fa a poenta ,Veneto,Venezia,Santa Maria di Sala
Ma vostra nonna no ve fa a poenta tutte e settimane?,Veneto,Venezia,Santa Maria di Sala
Ma vostra nona no a ve fa a poenta tute e setimane?,Veneto,Venezia,Santa Maria di Sala
Ma a vostra nona no vea fa a polenta tutte e setimane?,Veneto,Venezia,Santa Maria di Sala
Ma to nona no te fa a poenta tute e setimane?,Veneto,Venezia,Scorzè
Ma vostra nona non ve fa ła połenta tutte e settimane,Veneto,Venezia,Scorzè
Ma vostra nona no a poe miga farve ea polenta tute e setimane?,Veneto,Venezia,Scorzè
Ma vostra nona no ve fa a poenta tutte e settimane,Veneto,Venezia,Scorzè
Ma to nona no te fa a poenta tutte e settimane?,Veneto,Venezia,Scorzè
Ma to nona non te fa a poenta tutte e settimane ,Veneto,Venezia,Spinea
Vostra nona ve fa ea poenta tute e setimane?,Veneto,Venezia,Spinea
ma a nona vostra no ve a fa a poenta tute e matine? ,Veneto,Venezia,Spinea
Ma to nona non ve fa la poenta tutte le semane,Veneto,Venezia,Stra
Ma a vostra nona no a ve fa a poenta tute e setimane?,Veneto,Venezia,Torre di Mosto
Ma vostra nonna non ghe Ve fa la poenta tutte e settimane?,Veneto,Venezia,Venezia
Ma vostra nonna non ve fa la polenta tutte e settimane,Veneto,Venezia,Venezia
Ma vostra non no ve fa a poenta tutte e setimane ,Veneto,Venezia,Venezia
Ma vostra nona no ve fa ea poenta tutte e settimane?,Veneto,Venezia,Venezia
Ma ea nona de voialtri no ve fa ea poenta tutti i zorni?,Veneto,Venezia,Venezia
Ma to nona non te fa ea poenta tutte łe settimane?,Veneto,Venezia,Venezia
Ma vostra nona no ve fa a poenta tute e settimane? ,Veneto,Venezia,Venezia
Ma vostra nona no ve fa mai ea polenta tutte e setimane?,Veneto,Venezia,Venezia
ma vostra nona no ve fa ea poenta tutte e settimane?,Veneto,Venezia,Venezia
To nona no te cusina miga ea polenta tute e setimane?,Veneto,Venezia,Venezia
Ma vostra nona fa ea polenta tute le settimane? ,Veneto,Venezia,Venezia
Ma vostra nona no ve fa ea poenta tute e setimane?,Veneto,Venezia,Venezia
ma to nona no ve a fa ea poenta tute e setimane? ,Veneto,Venezia,Venezia
Ma vostra nona no ve fa a poenta tute e setimane?,Veneto,Venezia,Venezia
Ma to nona no ve fa ea poenta tutte e semane?,Veneto,Venezia,Venezia
Ma vosta nonna no ve fa ea poenta tutte e settimane,Veneto,Venezia,Venezia
Ma a voialtri vostra nona no ve fa era poenta ogni setemana? ,Veneto,Venezia,Venezia
Ma vostra nona no ve fa a polenta tutte e settimane?,Veneto,Venezia,Venezia
Ma vostra nonna non ve la fa la polenta tutt i setiman?,Veneto,Venezia,Venezia
Ma a ve nona no ve fa a poenta tute e setimane?,Veneto,Venezia,Venezia
Ma vostra nona no ve fa ea poenta tute e setimane?,Veneto,Venezia,Venezia
Ma la vostra nona no ve la fa la polenta ogni setimana?,Veneto,Venezia,Venezia
Ma vostra nona no vea fa ea poenta tutte e settimane?,Veneto,Venezia,Venezia
Ma la vostra nonna che la fa la polenta tutte le settimane,Veneto,Venezia,Venezia
Ma a vostra nona no ve fà a poenta tutte e settimane ,Veneto,Venezia,Venezia
Ma vostra nonna no ve fa a poenta tutte e settimane,Veneto,Venezia,Venezia
Ma vostra nona non ve fa la polenta tutte le settimane,Veneto,Venezia,Venezia
Ma vostra nona no ea vea fa ea poenta tute e settimane?,Veneto,Venezia,Venezia
Ma vostra nona non ve fa ła połenta tute łe settimane ,Veneto,Venezia,Venezia
Ma vostra nona no ve fa a poenta tutte e settimane(?),Veneto,Venezia,Venezia
Ma vostra nona no ve fa ea poenta tute e setimane?,Veneto,Venezia,Venezia
Vostra nona no Ve fa ea poenta tutte e settimane ,Veneto,Venezia,Venezia
Ma vostra nona non ve fa la poenta tute le setiman?,Veneto,Venezia,Venezia
ma vostra nona non ve fa ea poenta tute e setimane?,Veneto,Venezia,Venezia
ma ea vostra nona no ve fa ea poenta tute e setimane?,Veneto,Venezia,Venezia
Ma to none no fas polente ogni setemane?,Veneto,Venezia,Venezia
ma vostra nona no ła fa ła połenta tutte le settimane?,Veneto,Venezia,Venezia
Ma vostra nona no a ve a fa a poenta tutte e settimane?,Veneto,Venezia,Venezia
Vostra nona no ve fa ea poenta tutte e settimane?,Veneto,Venezia,Venezia
Ma ea nonna non ve fa la polenta tutte le settimane?,Veneto,Venezia,Venezia
no,Veneto,Venezia,Venezia
Ma eà vostra nona non veà fà eà poenta tute e setimane?,Veneto,Venezia,Vigonovo
Ma e vostre none ne ve fa a poenta tutte e semane,Veneto,Venezia,Vigonovo
Ma vostra nona Ve fa ea poenta tutte e settimane?,Veneto,Venezia,Vigonovo
Ma vostra nona non la ve fa mia la polenta tute le setimane? ,Veneto,Verona,Albaredo d'Adige
Ma vostra nona non ve fa la poenta tutte le settimane ,Veneto,Verona,Albaredo d'Adige
Ma to nona te fala mai la polenta tute le setimane?,Veneto,Verona,Arcole
Ma vostra nona non ve fala mia la polenta tute le stimane?,Veneto,Verona,Badia Calavena
Ma to nona non fala mia la polenta tutti i di ,Veneto,Verona,Belfiore
Ma vostra nona va fala mia la polenta tute le setimane?,Veneto,Verona,Bonavigo
vostra nona non la ve fa mia la poenta tute le setimane?,Veneto,Verona,Boschi Sant'Anna
Ma vostra nona no ve fala la polenta tute le stimane?,Veneto,Verona,Bovolone
ma vostra nona non ve la fa la polenta tute le stimane?,Veneto,Verona,Bovolone
Ma vostra nona ve fala mia la polenta tutte le stimane?,Veneto,Verona,Bovolone
Ma vostra nona non ve la fa mia ja polenta tute je stimane?,Veneto,Verona,Bovolone
Ma vostra nona non la ve fà mia polenta tute le setimane,Veneto,Verona,Bussolengo
Vostra nona no la ve fa mia la polenta tute le stimane?,Veneto,Verona,Bussolengo
Ma vöstra nöna nö ve a fa a pöetnta tute e setimane,Veneto,Verona,Caldiero
Ma to nona ve la fala mia la polenta tute le stimane? ,Veneto,Verona,Caldiero
Ma vostra nona ve fala mia la polenta tute le stimane?,Veneto,Verona,Caprino Veronese
Ma vostra mama ve fala mia la polenta tute le stimane?,Veneto,Verona,Casaleone
Ma vostra nona no la ve la fa la polenta ogne setimana?,Veneto,Verona,Castel d'Azzano
Ma vostra nona no ve la fa mia la poenta tute le setimane?,Veneto,Verona,Castel d'Azzano
"Ma vostra nona ,non ve fala mia,la polenta,tutte le settimane?",Veneto,Verona,Castel d'Azzano
Ma vostra nona ve fa a poenta tute le setimane?,Veneto,Verona,Castel d'Azzano
To Nona non ve fala mia la polenta ogni setemana ,Veneto,Verona,Castelnuovo del Garda
ma vostra nona no ve fala mia la polenta tutte le setimane?,Veneto,Verona,Castelnuovo del Garda
ma a voialtri la nonna ve la cusina mia la polenta tutte le semane?,Veneto,Verona,Castelnuovo del Garda
Vostra nona ve fala mia la polenta tute le setimane?,Veneto,Verona,Cerea
Ma vostra nona ve fala mia la polenta tute le stimane?,Veneto,Verona,Cerea
Ma vostra nona ve faseela mia la polenta tute le stimane?,Veneto,Verona,Cerea
Vostra nona Ve fala la polenta tute le settimane?,Veneto,Verona,Cerea
Ma vostra nona non ve la fala mia la polenta tute le stimane? ,Veneto,Verona,Cerea
To nona no la te fa la polenta ogni settimana?,Veneto,Verona,Cerro Veronese
ma vostra nona non ve fala mia la poenta tute le settimane?,Veneto,Verona,Cologna Veneta
Ma vostra nona ve fala mia la polenta tute le stimane?,Veneto,Verona,Cologna Veneta
ma la vo' nona non ve fa la  polenta tutte le semane? ,Veneto,Verona,Colognola ai Colli
Ma vostra nonna non ve la fasea la polenta tutte le settimane,Veneto,Verona,Colognola ai Colli
Ma vostra nona ve fala mia la polenta tute le setimane?,Veneto,Verona,Colognola ai Colli
Ma vostra nona no la ve fa la poenta tute le setimane ,Veneto,Verona,Garda
Ma to nona no te fala mia la polenta tutte le settimane?,Veneto,Verona,Grezzana
Ma ostra nona no Ve fala mia la polenta tute le stimane?,Veneto,Verona,Grezzana
Ma vostra nona non v'è fa mia la polenta tute le stimane,Veneto,Verona,Illasi
Ma vostra nona ve fala mia la polenta tute le dominiche?,Veneto,Verona,Isola della Scala
Ma vostra nona ve fala mia polenta tute le stimane? ,Veneto,Verona,Isola della Scala
Ma vo nona non ve fa a poenta tute le setimane?,Veneto,Verona,Isola della Scala
To nona non te la fa mia la polenta tutte le stimane?,Veneto,Verona,Isola della Scala
Ma vostra nona non v'è fala mia la polenta ogni stimana,Veneto,Verona,Isola della Scala
Ma vostra nona non ve la fala la polenta tutte le stimane?,Veneto,Verona,Isola della Scala
Vostra nona ve fala mia la polenta tute le stimane? ,Veneto,Verona,Lavagno
Vostra nona nó ve fala mia la polenta tute le stimane?,Veneto,Verona,Lazise
Ma vostra nona no ve fa la polènta tute e stemane? ,Veneto,Verona,Lazise
Ma to nona te fala polenta tute le stimane?,Veneto,Verona,Lazise
"Ma vostra nona, no ve fala mia la polenta, tute le stimane?",Veneto,Verona,Lazise
ma vostra nonna non vea fa a poenta tutte le semane?,Veneto,Verona,Legnago
Ma vostra nona non ve la fa mia a poenta tute le settimane? ,Veneto,Verona,Legnago
Ma vostra nona non ve fala mia la polenta tute le stimane?,Veneto,Verona,Legnago
'To nona non te fala mia la polenta ogni setimana?,Veneto,Verona,Legnago
Ma la vostra nonnna non ve la cusina la polenta ogni stimana?,Veneto,Verona,Legnago
Ma vostra nona non la ve fa la polenta tute le setimane?,Veneto,Verona,Legnago
To nona non te fala mia la polenta tutte le settimane?,Veneto,Verona,Legnago
Ma la nona ve fala mia la polenta tute le setimane?,Veneto,Verona,Legnago
Ma vostra nona non ve fala mia la polenta tute le setimane?,Veneto,Verona,Legnago
"Ma vostra nona, ve fala mia la polenta tute le stimane?",Veneto,Verona,Legnago
ma vostra nona non ve fa la polenta tute le semane?,Veneto,Verona,Legnago
Ma vostra nonna no ve fala miga la polenta tute le stimane?,Veneto,Verona,Marano di Valpolicella
To nona fala la polenta ogni settimana?,Veneto,Verona,Mezzane di Sotto
ma to nona no te fala la polenta tute le setimane?,Veneto,Verona,Mezzane di Sotto
Ma vostra nona non ve la fa la polenta tute le stimane?,Veneto,Verona,Minerbe
Ma vostra nona non c'è da mia la polenta tute e stimane?,Veneto,Verona,Monteforte d'Alpone
Ma to nona non te la fa mia la polenta ogni settimana?,Veneto,Verona,Monteforte d'Alpone
Ma vostra nona non la ve fa mia la polenta tute le setimane?,Veneto,Verona,Mozzecane
Ma vostra nona non la ve fa la polenta tute le stimane? ,Veneto,Verona,Mozzecane
Ma vostra nona non la ve fa la polenta tutele settimane?,Veneto,Verona,Mozzecane
Ma to nona non ve fala mia la polenta tutte le settimane,Veneto,Verona,Mozzecane
vostra nona ve la fala mia la polenta tute le stimane?,Veneto,Verona,Mozzecane
La vostra nonna no la ve fa la poienta ogni settimana,Veneto,Verona,Negrar di Valpolicella
Ma non ve fala la polenta tute le setimane vostra nona?,Veneto,Verona,Negrar di Valpolicella
Ma vostra nona ve fala mia la polenta tute le settimane?,Veneto,Verona,Negrar di Valpolicella
Non so,Veneto,Verona,Negrar di Valpolicella
/,Veneto,Verona,Negrar di Valpolicella
Ma vostra nona no ve fala pí la polenta tute le stimane?,Veneto,Verona,Nogara
Ma vostra nona fala mia la polente tute e setimane?,Veneto,Verona,Nogara
Ma vostra mare no ve fala la poenta ogni stimana?,Veneto,Verona,Nogara
te la fala mia la polenta tute le stimane to nona?,Veneto,Verona,Nogarole Rocca
ma vostra nona vea faa a polenta tute le stimane?,Veneto,Verona,Oppeano
Ma to nona non te cusina la poenta tute le stimana?,Veneto,Verona,Oppeano
To nona non te fala mia la polenta tuti i di?,Veneto,Verona,Oppeano
Ma vostra nona no la ve fa la polenta tute le setimane?,Veneto,Verona,Pescantina
ma la nona non ve fea mia la poenta tutte le settimane a voi altri?,Veneto,Verona,Pescantina
Ma vostra nona no ve fa mia la poenta tute le settimane?,Veneto,Verona,Pescantina
Ma vostra nona no ve fa mia la poenta tute le settimane?,Veneto,Verona,Pescantina
Ma to nona non te fa la polenta ogni settimana?,Veneto,Verona,Pescantina
Vostra nona ve fala miga la polenta tute le stimane,Veneto,Verona,Peschiera del Garda
Ma to nona te fala mia la polenta tute le se,Veneto,Verona,Peschiera del Garda
Ma vostra nona ve fala mia la polenta tute le stimane?,Veneto,Verona,Povegliano Veronese
Ma vostra nonna no la ga da farve la polenta tutte le settimane?,Veneto,Verona,Pressana
ve la fala mia vosta nona la polenta tute le stimane?,Veneto,Verona,Rivoli Veronese
ma vostra nona ve le fala mia a poenta tute le settimane?,Veneto,Verona,Ronco all'Adige
ma vostra nona ve la fala mia a poenta tute le settimane ,Veneto,Verona,Ronco all'Adige
Ma vostra nona non ve fala la polenta tute le stimane?,Veneto,Verona,Roncà
Ma vostra nona no ve fala la polenta tute le stimane?,Veneto,Verona,Roverchiara
ma vostra nona ve fala la polenta tute le stimane?,Veneto,Verona,Roverè Veronese
Vustra nona no la ve fa la polenta tute le semane ,Veneto,Verona,Roverè Veronese
ma vostra nona no ve fala la polenta tute le stimane? ,Veneto,Verona,Roverè Veronese
ma to nona la poenta tea fa tutte le stimane?,Veneto,Verona,San Bonifacio
Ma la nona ve fa mia sempre ela polenta?,Veneto,Verona,San Bonifacio
Ma vostra nonna non ve la fa la polenta tutte le settime ,Veneto,Verona,San Bonifacio
Ma vostra nona ve la fala mia la poenta tute le setimane?,Veneto,Verona,San Giovanni Lupatoto
Ma la vostra nona non v'è fa la polenta tute le semane?,Veneto,Verona,San Giovanni Lupatoto
Vostra nona no ve fa mia la polenta tute le stimane?,Veneto,Verona,San Giovanni Lupatoto
Ma to nona non ve fa la poenta tute le settimane?,Veneto,Verona,San Giovanni Lupatoto
Ma vostra nona non ve fala mia la poenta tute le settimane ,Veneto,Verona,San Giovanni Lupatoto
Ma vostra nona ve la faga a poenta tute le stimane?,Veneto,Verona,San Giovanni Lupatoto
Ma vostra nona no ve la fa mia la polenta tutte le setimane ,Veneto,Verona,San Giovanni Lupatoto
Ma vostra nona non ve fala mia la polenta tutte le stimane?,Veneto,Verona,San Pietro di Morubio
Ma vostra nona non ve la fa mia la polenta tutti i di?,Veneto,Verona,San Pietro in Cariano
Ma vostra nona non ve la fala la polenta e settimane ,Veneto,Verona,San Pietro in Cariano
Ma vostra nona Ve fala la polenta tute le stimane?,Veneto,Verona,San Pietro in Cariano
Ma vostra nona no fala mia la polenta tute le settimane?,Veneto,Verona,Sant'Ambrogio di Valpolicella
ma to nona non la te fa mia la polenta tutte le setimane,Veneto,Verona,Sant'Ambrogio di Valpolicella
"""Ma vi nona no ve fasea a polenta tute le semane?""",Veneto,Verona,Sant'Ambrogio di Valpolicella
Ma vostra nona non ve fa mia la polenta tutte le settimane?,Veneto,Verona,Soave
Ma vostra nòna no ve fala mia la polenta tute le stimane?,Veneto,Verona,Sommacampagna
To nona non te la feo la poenta tode le setemane?,Veneto,Verona,Sommacampagna
ma vostra nona ve fala mia la polenta tutte le stimane?,Veneto,Verona,Sommacampagna
To nona non la fa mia la poenta tode le setemane?,Veneto,Verona,Sommacampagna
To nona la fa la polenta tutte le matine? ,Veneto,Verona,Sommacampagna
Ma to nona non te la fa mica la poenta ? ,Veneto,Verona,Sommacampagna
Vostra nona non te fa mia la poenta ? ,Veneto,Verona,Sommacampagna
ma vostra nona no la mete su la polenta tute le setimane?,Veneto,Verona,Sommacampagna
ma vostra nona non ve a mette su a poenta tute e setimane,Veneto,Verona,Sommacampagna
ma to nonna te la fa la poenta tutte e settimane ,Veneto,Verona,Sommacampagna
Ma vosta nona non ve fa la polenta tutte le stimane,Veneto,Verona,Sommacampagna
Ma vostra nona la fala la polenta tutte le stimane,Veneto,Verona,Sona
Ma vostra nonna non la ve fa mia la polenta tutte le settimane?,Veneto,Verona,Sona
Ma vostra nona nol fa mia a polenta tute e settimane ,Veneto,Verona,Sona
vosdra nona ve la fala mia la polenta tute 'e sedimane? ,Veneto,Verona,Sorgà
ma to nona te la fala la polenta tutte le stimane ,Veneto,Verona,Terrazzo
ma to nona te fala la polenta tutte e stimane? ,Veneto,Verona,Terrazzo
ma vostra nona non la ve fa mia la poenta tute le setimane??,Veneto,Verona,Tregnago
Ma a voialtri la nona ve fala mia la polenta tute le setimane,Veneto,Verona,Tregnago
To Nona fala mia la polenta tute le stimane,Veneto,Verona,Tregnago
Ma vostra nona ve fa mia la poenta tute e setimane?,Veneto,Verona,Valeggio sul Mincio
To nona non fala la polenta tuti le settimane?,Veneto,Verona,Verona
ma ti nona non te fa feo la poenta tutte le semane?,Veneto,Verona,Verona
Ma vostra nona ve le fala mia la poenta tute le stimane?,Veneto,Verona,Verona
Ma vostra nona non ve fala mia la polenta tute le settimane? ,Veneto,Verona,Verona
ma come to nona non te la fala mìa la poenta ogni stimana?,Veneto,Verona,Verona
Ma ostra nona no ve le fala mia la polenta ogni stimana?,Veneto,Verona,Verona
Ma ti nona non te fa la poenta tutte le settimane?,Veneto,Verona,Verona
Ma vostra nona non ve la fa a poenta sta settimana,Veneto,Verona,Verona
Ma to Nona non te a fà mia la polenta tutte e stimane,Veneto,Verona,Verona
Fala vostra nona la polenta tute le setimane?,Veneto,Verona,Verona
Ma to nona non la ve fala mia la polenta tute le stimane?,Veneto,Verona,Verona
Ma vostra nonna non la fa mia la polenta tutte le settimane?,Veneto,Verona,Verona
Ma to nona non te fala mia a polenta tute le stimane?,Veneto,Verona,Verona
Ma vostra nona non Ve la fa mia la polenta tute le setimane ?,Veneto,Verona,Verona
Vostra nona ve fala la poenta tutte le semane,Veneto,Verona,Verona
Ma vostra nona ve fala mia la polenta tute le stimane?,Veneto,Verona,Verona
Ma vostra nona no ve fala mia poenta tute le setimane? ,Veneto,Verona,Verona
Ma a vostra nona no ve a fa la poenta ogni sitimana,Veneto,Verona,Verona
Ma to nona no te a fa mia  a poenta tutte le semane ,Veneto,Verona,Verona
Ma vostra nonna non ve fala mia la polenta tute le stimane?,Veneto,Verona,Verona
Ma vostra nona non ve fa a poenta tute le stimane? ,Veneto,Verona,Verona
Vo nonna la fa mia la polenta ogni settimana?,Veneto,Verona,Verona
Ma to nona non ve la fa la polenta ogni setimana ,Veneto,Verona,Verona
Ma to nona non ve la fa mia la poenta tutte le stimane?,Veneto,Verona,Verona
Ma vostra nona ve fala mia la polenta tute le stimane? ,Veneto,Verona,Verona
Ma vè nona non la ve fà la polenta tute le setimane?,Veneto,Verona,Verona
Ma a voialtri la nona ve fala mia la polenta tutte le settimane? ,Veneto,Verona,Verona
Ma to nona non ve prepara mia la polenta tute le stimane,Veneto,Verona,Verona
Ma votra nona no ve a fala la poenta tute e setimane?,Veneto,Verona,Verona
Vostra nona ve fala mia la poenta tute le stimane,Veneto,Verona,Verona
Ma vostra nona non ve fa la polenta tute le setimane,Veneto,Verona,Verona
ma to nona no te fala mia la polenta tute le stimane?,Veneto,Verona,Verona
La so nona non la fa la polenta ogni settimana?,Veneto,Verona,Verona
Vostra nonna non ve fa mai a polenta tute e setimane?,Veneto,Verona,Verona
Ma vostra nonna fala mia a polenta tutte e stimane?,Veneto,Verona,Verona
Ma vostra nona ve le fala mia la polenta tute le stimane?,Veneto,Verona,Verona
ma la ti nona nlfa la poenta tute e le semane,Veneto,Verona,Verona
Ma vostra nonna no ve le fala miga la polenta tutte le settimane  ,Veneto,Verona,Verona
Ma to non non te la fala la poienta tute le setimane?,Veneto,Verona,Verona
To nona te le fala mia la polenta tute le setimane? ,Veneto,Verona,Verona
Ma vostra nona non ve fala mia ea polenta tute le stimane ? ,Veneto,Verona,Verona
Ma vostra nona no ve fała mìa la połenta tute le stimane? ,Veneto,Verona,Verona
Ma to nona non fala la polenta tute le stimane,Veneto,Verona,Verona
