CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,DE01_01,DE02,DE02_03,DE03,EM01,EM02,EM03,LA01,LA02_01,LA02_02,LA02_03,LA02_04,LA02_05,LA02_06,LA02_07,LA02_08,LA03,LA04,LA05,LA06,LA07_01,LA08_01,LG01,LG02,LG03,LG04,LG11,LG12,LG05,LG06,LG13,LG07,LG14,LG10,LG08_01,LG15_01,LO01,LO02,LO02s,LO03,LO04,LO05,LO09,LO06,LO07,LO07s,LO08,LO08_03,LO10,LO10s,LO11,LO11s,LU01,LU01_01,LU01_02,LU01_03,LU01_04,LU01_05,LU01_06,LU01_07,LU01_08,LU01_09,LU01_10,LU01_11,LU01_12,LU01_15,LU01_13,LU01_14,LU02,LU02_09,LU02_10,LU02_01,LU02_02,LU02_03,LU02_04,LU02_05,LU02_06,LU02_07,LU02_08,LU03,LU03_01,LU03_02,LU03_03,LU03_04,LU03_05,LU03_06,LU03_07,LU03_08,LU03_09,LU03_10,LU03_11,LU03_12,LU03_13,LU03_14,LU03_15,LU03_16,LU03_17,LU03_18,LU03_19,LU03_20,LU04,LU05,PL01,PL02,PL03,RW01,RW02,RW03,RW03_01,RW03_08,RW03_07,RW03_06,RW03_03,RW03_02,RW03_09,RW03_04,RW03_05,RW04,RW04_01,RW04_02,RW04_03,RW04_04,RW04_05,RW04_06,XT01_01,XT01_02,XT01_03,XT01_04,XT01_05,XT01_06,XT01_07,XT01_08,XT01_09,XT01_10,XT01_11,XT01_12,XT01_13,XT01_14,XT01_15,XT02,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
542,NA,NA,main-q,interview,2023-09-07T19:53:04Z,19,Uomo,NA,Diploma di maturità/certificato professionale,Studentessa/Studente,NA,Design (LM-12),Indifferente,3,3,6,4,2,7,4,5,Sì,Indifferente,NA,NA,NA,NA,Prevalentemente in dialetto,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,"Sì, lo capisco bene","Sì, lo capisco bene",Così così,Così così,Lo parlo raramente,"Calabrese, Romano","Scolta vostra nona no, non v'è fa a poenta tutte le settiman?",Sì,2157,NA,Per più di 10 anni,No,Sì,NA,No,3870,NA,NA,NA,NA,NA,NA,NA,5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Spesso,Alcune volte,Neutra,Abbastanza,Abbastanza,Sì,Sì,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,5,1,5,4,5,1,2,5,1,1,5,4,2,1,"Sì, voglio rispondere all'ulteriore quesito",29,6,41,17,8,NA,9,6,166,34,6,86,149,43,104,NA,NA,13,82,195,994,NA,2023-09-07T20:09:38Z,TRUE,FALSE,20,20,0,0,0.76
543,NA,NA,main-q,interview,2023-09-07T19:53:08Z,49,Donna,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,Trasporto e magazzinaggio,NA,Indifferente,5,5,5,4,4,4,4,7,Sì,Sì,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,Sì,Prevalentemente in italiano,Prevalentemente in italiano,Non ho figli maggiorenni,NA,"Sì, ma molto poco","Sì, ma molto poco","Sì, ma molto poco","Sì, ma molto poco",Non lo parlo mai,Calabrese e salentino ,Ma nonna u vva fa a polenta tutti i domani?,Sì,778,NA,Per più di 10 anni,Sì,Sì,NA,No,2412,NA,NA,NA,NA,NA,NA,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50/50,Spesso,Per nulla offensiva,NA,NA,No,No,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,20,4,4,NA,6,4,45,18,14,22,75,26,54,NA,NA,10,NA,NA,309,NA,2023-09-07T19:58:17Z,FALSE,FALSE,18,18,0,0,1.5
544,NA,NA,main-q,interview,2023-09-07T19:54:16Z,23,Donna,NA,Laurea triennale,Studentessa/Studente,NA,Professioni sanitarie della riabilitazione (L/SNT2),Indifferente,6,4,6,4,4,6,4,4,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,In italiano e in dialetto in stessa misura,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo molto bene",Lo parlo spesso,NA,Ma vostra nona no ve fa mai ea polenta tutte e setimane?,Sì,4341,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Mai,Spesso,Per nulla offensiva,Molto,Molto,Sì,Sì,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,5,4,5,3,5,1,5,5,4,1,5,5,4,1,"Sì, voglio rispondere all'ulteriore quesito",45,6,20,5,NA,NA,NA,5,99,30,5,15,390,49,69,NA,NA,19,78,132,967,NA,2023-09-07T20:10:23Z,TRUE,FALSE,20,20,2,1,0.96
546,NA,NA,main-q,interview,2023-09-07T19:54:18Z,16,Donna,NA,Licenza di scuola media,Studentessa/Studente,NA,[NA] Not answered,Indifferente,4,3,6,4,3,6,4,3,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,In italiano e in dialetto con la stessa frequenza,No,NA,NA,NA,In italiano e in dialetto in stessa misura,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo molto bene",Lo parlo sempre,inglese,ma vostra nona no ve fa ea poenta tutte e settimane?,Sì,4341,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Alcune volte,Spesso,Per nulla offensiva,Abbastanza,Abbastanza,Sì,No,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, voglio terminare il questionario ora",9,11,35,5,NA,NA,NA,6,22,22,7,22,129,31,70,NA,NA,19,59,NA,447,NA,2023-09-07T20:01:45Z,TRUE,FALSE,19,19,2,2,1.1
547,NA,NA,main-q,interview,2023-09-07T19:54:27Z,66,Donna,NA,Diploma di maturità/certificato professionale,Pensionata/Pensionato,Servizi di alloggio e ristorazione,NA,Indifferente,4,4,4,4,4,4,4,4,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,In italiano e in dialetto con la stessa frequenza,Sì,In italiano e in dialetto con la stessa frequenza,Non ho figli minorenni,In italiano e in dialetto con la stessa frequenza,NA,"Sì, lo capisco molto bene","Sì, lo capisco molto bene","Sì, lo parlo molto bene","Sì, lo parlo molto bene",Lo parlo spesso,NA,Vostra nona nó ve fala mia la polenta tute le stimane?,Sì,2073,NA,Per più di 10 anni,No,Sì,NA,No,4370,NA,NA,NA,NA,NA,NA,NA,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Spesso,Spesso,Per nulla offensiva,Abbastanza,Abbastanza,Sì,No,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,5,2,5,5,5,1,5,5,1,1,5,5,2,1,"Sì, voglio rispondere all'ulteriore quesito",84,6,52,8,7,NA,11,14,24,27,23,23,139,33,47,NA,NA,25,49,85,657,NA,2023-09-07T20:05:25Z,TRUE,FALSE,20,20,2,1,0.9
548,NA,NA,main-q,interview,2023-09-07T19:55:13Z,20,Donna,NA,Diploma di maturità/certificato professionale,Disoccupata/Disoccupato,[NA] Not answered,NA,Indifferente,4,3,4,4,3,4,3,2,Sì,No,NA,NA,è una tradizione che va tramandata tramite la famiglia. oggi a scuola vanno insegnate altre cose,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,"Sì, lo capisco bene","Sì, lo capisco bene","Sì, ma molto poco","Sì, ma molto poco",Lo parlo raramente,NA,Ma vostra nonna no vea fa a poenta tutte e settimane?,Sì,2829,NA,Per più di 10 anni,Sì,Sì,NA,No,4156,NA,NA,NA,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Spesso,Alcune volte,Poco offensiva,NA,NA,Sì,No,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13,15,5,6,NA,8,7,4,27,10,19,70,15,49,NA,59,23,NA,NA,334,NA,2023-09-07T20:00:47Z,FALSE,FALSE,18,18,4,3,1.39
551,NA,NA,main-q,interview,2023-09-07T19:55:46Z,26,Donna,NA,Laurea specialistica/magistrale,Lavoratrice/Lavoratore,Trasporto e magazzinaggio,NA,Indifferente,4,4,5,4,4,5,4,4,Sì,Sì,NA,NA,NA,NA,Prevalentemente in italiano,In italiano e in dialetto con la stessa frequenza,No,NA,NA,NA,In italiano e in dialetto in stessa misura,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo bene",Lo parlo spesso,"Inglese, Spagnolo, Russo",To nona no te cusina miga ea polenta tute e setimane?,Sì,4341,NA,Per più di 10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,8,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,7,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,13,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Alcune volte,50/50,Abbastanza offensiva,Per nulla,Abbastanza,Sì,Sì,5,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,5,2,5,4,3,1,5,4,1,1,5,5,4,1,"Sì, voglio rispondere all'ulteriore quesito",34,6,26,7,NA,NA,NA,7,79,27,6,49,219,34,63,NA,NA,18,123,172,870,NA,2023-09-07T20:10:16Z,TRUE,FALSE,20,20,0,0,0.82
552,NA,NA,main-q,interview,2023-09-07T19:56:21Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,2023-09-07T19:56:46Z,FALSE,FALSE,2,2,0,0,1.3
553,NA,NA,main-q,interview,2023-09-07T19:57:26Z,35,Donna,NA,Laurea triennale,Lavoratrice/Lavoratore,Sanità,NA,Indifferente,3,4,6,4,2,6,3,3,No,No,NA,NA,Non serve a nulla ,NA,Prevalentemente in dialetto,Prevalentemente in italiano,Sì,Prevalentemente in italiano,Prevalentemente in italiano,Non ho figli maggiorenni,NA,"Sì, lo capisco molto bene","Sì, lo capisco molto bene","Sì, lo parlo molto bene","Sì, lo parlo molto bene",Lo parlo qualche volta,Inglese,Ma vostra nona no ve a fa a poenta tute e setimane?,Sì,3125,NA,Per 1-5 anni,Sì,Sì,NA,No,4156,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50/50,Spesso,Per nulla offensiva,Abbastanza,Per nulla,Sì,No,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,2,5,5,4,1,4,3,3,1,4,4,2,1,"Sì, voglio rispondere all'ulteriore quesito",16,8,29,15,4,NA,8,4,15,29,17,30,159,30,53,NA,24,13,53,110,617,NA,2023-09-07T20:07:43Z,TRUE,FALSE,20,20,0,0,1.1
555,NA,NA,main-q,interview,2023-09-07T19:57:32Z,21,Uomo,NA,Laurea triennale,Studentessa/Studente,NA,Ingegneria dell’informazione (L-8),Indifferente,4,2,4,4,4,6,4,3,Sì,Indifferente,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,Così così,NA,"Sì, ma molto poco",Non lo parlo mai,NA,Ma vostra nona no ve fa a poenta tute e semane? ,Sì,481,NA,Per più di 10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Spesso,Mai,Per nulla offensiva,Del tutto,Abbastanza,No,No,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,2,5,2,5,1,5,2,3,1,5,5,3,2,"Sì, voglio rispondere all'ulteriore quesito",8,7,28,6,NA,NA,NA,5,4317,122,6,157,1204,58,126,NA,NA,27,163,148,897,NA,2023-09-07T21:43:54Z,TRUE,FALSE,20,20,2,1,0.73
556,NA,NA,main-q,interview,2023-09-07T19:57:38Z,19,Uomo,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,Fabbricazione e attività manifatturiere,NA,Indifferente,7,5,4,6,4,7,5,4,Sì,No,NA,NA,Essendo una lingua che per tradizione (nella mia famiglia) va tramandata nei luoghi esterni la scuola parlando con amici e parenti  ,NA,Prevalentemente in dialetto,In italiano e in dialetto con la stessa frequenza,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo bene",Lo parlo spesso,NA,Ma vostra nonna non ve fa pi a poenta tutte e settimane?,Sì,2012,NA,Per 5-10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,15,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Alcune volte,Molto spesso,Poco offensiva,Del tutto,Del tutto,Sì,No,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, voglio terminare il questionario ora",12,9,34,7,NA,NA,NA,29,37,19,9,15,130,32,71,NA,62,17,58,NA,541,NA,2023-09-07T20:06:39Z,TRUE,FALSE,19,19,2,1,0.99
557,NA,NA,main-q,interview,2023-09-07T19:58:14Z,25,Uomo,NA,Laurea specialistica/magistrale,Lavoratrice/Lavoratore,Fabbricazione e attività manifatturiere,NA,Indifferente,3,4,7,4,3,7,3,2,Sì,Sì,NA,NA,NA,NA,Prevalentemente in dialetto,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,"Sì, lo capisco molto bene","Sì, lo capisco molto bene","Sì, lo parlo molto bene","Sì, lo parlo molto bene",Lo parlo raramente,"Inglese, tedesco",Ma vostra nona non la ve fa mia la polenta tute le setimane? ,Sì,47,NA,Per più di 10 anni,No,Sì,NA,No,4370,NA,NA,NA,NA,NA,NA,NA,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,50/50,50/50,Per nulla offensiva,Abbastanza,Abbastanza,Sì,No,3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5,1,5,4,5,1,5,4,2,1,5,5,2,1,"Sì, voglio rispondere all'ulteriore quesito",13,4,21,9,3,NA,11,3,26,17,5,24,84,19,40,NA,NA,9,33,79,400,NA,2023-09-07T20:04:54Z,TRUE,FALSE,20,20,0,0,1.48
558,NA,NA,main-q,interview,2023-09-07T19:58:34Z,60,Uomo,NA,Licenza di scuola media,Lavoratrice/Lavoratore,Trasporto e magazzinaggio,NA,Positiva,6,4,6,6,4,6,4,4,Sì,Sì,NA,NA,NA,NA,Prevalentemente in dialetto,Prevalentemente in dialetto,Sì,In italiano e in dialetto con la stessa frequenza,Non ho figli minorenni,In italiano e in dialetto con la stessa frequenza,NA,NA,"Sì, lo capisco bene",NA,Così così,Non lo parlo mai,NA,Ma vostra nona no ve a fa ea poenta tuti i jorni ,No,NA,NA,NA,NA,NA,Sì,NA,3742,NA,NA,NA,NA,NA,NA,NA,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50/50,Molto spesso,Per nulla offensiva,Per nulla,Per nulla,Sì,No,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,"Sì, voglio rispondere all'ulteriore quesito",23,17,NA,NA,NA,8,15,7,103,35,46,68,370,78,158,NA,NA,20,150,254,1313,NA,2023-09-07T20:21:06Z,TRUE,FALSE,20,20,2,1,0.51
559,NA,NA,main-q,interview,2023-09-07T19:58:46Z,35,Donna,NA,Laurea specialistica/magistrale,Lavoratrice/Lavoratore,Istruzione,NA,Positiva,4,4,6,5,3,6,4,2,Sì,No,NA,NA,Perché dovrebbe essere trasmesso solo nelle famiglie in quanto specifico della zona,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco molto bene",NA,Così così,Lo parlo raramente,NA,Ma vostra nona non la ve fa mia la polenta tute le setimane?,Sì,2628,NA,Per più di 10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Molto spesso,Spesso,Per nulla offensiva,Molto,Abbastanza,Sì,No,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5,3,4,3,4,1,4,2,3,1,5,5,3,1,"Sì, voglio rispondere all'ulteriore quesito",13,7,24,9,NA,NA,NA,4,13,17,7,23,130,47,47,NA,44,12,48,136,581,NA,2023-09-07T20:08:27Z,TRUE,FALSE,20,20,2,1,1.21
560,NA,NA,main-q,interview,2023-09-07T19:58:49Z,42,Donna,NA,Laurea specialistica/magistrale,Lavoratrice/Lavoratore,Servizi IT e altri servizi informativi,NA,Indifferente,3,3,7,7,2,7,1,4,Indifferente,No,NA,NA,È più utile una lingua straniera,NA,Prevalentemente in italiano,Prevalentemente in italiano,Sì,Prevalentemente in italiano,Prevalentemente in italiano,Prevalentemente in italiano,NA,Così così,Così così,"No, per niente","Sì, ma molto poco",NA,NA,NA,Sì,2412,NA,Per più di 10 anni,Sì,Sì,NA,No,2827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mai,Abbastanza offensiva,Del tutto,Del tutto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"No, voglio terminare il questionario ora",9,7,40,5,7,NA,8,4,36,17,11,32,NA,NA,79,NA,22,13,38,9,337,NA,2023-09-07T20:04:26Z,TRUE,FALSE,19,20,29,28,1.29
561,NA,NA,main-q,interview,2023-09-07T19:58:57Z,16,Donna,NA,Licenza di scuola media,Studentessa/Studente,NA,[NA] Not answered,Indifferente,4,4,6,6,4,5,4,4,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,In italiano e in dialetto in stessa misura,"Sì, lo capisco molto bene","Sì, lo capisco bene","Sì, lo parlo bene",Così così,Lo parlo spesso,"italiano, dialetto, inglese, un po' di tedesco e francese",ma vostra nona no a ve parecia a poenta tute e setimane?,Sì,3670,NA,Per più di 10 anni,No,Sì,NA,No,1642,NA,NA,NA,NA,NA,NA,NA,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Alcune volte,Molto spesso,Poco offensiva,NA,NA,Sì,No,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8,43,4,5,NA,8,5,16,22,12,68,135,47,69,NA,NA,25,NA,NA,479,NA,2023-09-07T20:06:56Z,FALSE,FALSE,18,18,2,2,0.99
